,A,CS2,C_WP,DER,DP,E,G2,GS2,INN,PB,PO,SB2,SBPCT,TC,team,year
2217,1915,-,-,-,118,176,155,155,1362.1,16,3048,-,.---,5139,Philadelphia Athletics,1921
2218,1880,-,-,-,139,178,155,155,1385.2,18,3086,-,.---,5144,Brooklyn Robins,1921
2219,1818,-,-,-,122,186,154,154,1362.2,9,3022,-,.---,5026,St. Louis Cardinals,1921
2220,1910,-,-,-,151,116,154,154,1364.1,12,3097,-,.---,5123,Boston Red Sox,1920
2221,1809,-,-,-,129,130,154,154,1415.2,8,3036,-,.---,4975,Pittsburgh Pirates,1920
2222,1982,-,-,-,129,140,153,153,1363.0,7,3107,-,.---,5229,Chicago Cubs,1920
2223,2066,-,-,-,155,154,153,153,1372.1,8,3101,-,.---,5321,New York Giants,1920
2224,2076,-,-,-,155,161,154,154,1365.1,12,3161,-,.---,5398,Chicago White Sox,1920
2225,1984,-,-,-,122,159,153,153,1385.0,8,3056,-,.---,5199,Boston Braves,1920
2226,1904,-,-,-,139,156,153,153,1363.0,14,3010,-,.---,5070,Cincinnati Reds,1920
2227,1900,-,-,-,138,168,153,153,1364.0,13,3144,-,.---,5212,New York Yankees,1920
2228,1809,-,-,-,124,171,154,154,1377.0,12,3080,-,.---,5060,Cleveland Indians,1920
2229,1847,-,-,-,153,173,154,154,1383.2,8,3066,-,.---,5086,Washington Senators,1920
2230,1906,-,-,-,130,176,154,154,1371.2,17,3029,-,.---,5111,St. Louis Cardinals,1920
2231,1827,-,-,-,127,175,154,154,1379.0,7,3071,-,.---,5073,St. Louis Browns,1920
2232,2049,-,-,-,142,194,152,152,1363.1,14,3161,-,.---,5404,Brooklyn Robins,1920
2233,1883,-,-,-,107,198,154,154,1386.1,15,3108,-,.---,5189,Detroit Tigers,1920
2234,1941,-,-,-,144,222,155,155,1400.1,14,3131,-,.---,5294,Philadelphia Athletics,1920
2235,2098,-,-,-,127,235,154,154,1348.2,15,3085,-,.---,5418,Philadelphia Phillies,1920
2236,1993,-,-,-,129,144,154,154,1368.0,7,3211,-,.---,5348,New York Yankees,1919
2237,2041,-,-,-,131,147,154,154,1395.1,12,3229,-,.---,5417,Boston Red Sox,1919
2238,2178,-,-,-,137,160,155,155,1408.2,15,3225,-,.---,5563,New York Giants,1919
2239,1925,-,-,-,124,153,154,154,1377.0,9,3136,-,.---,5214,Cleveland Indians,1919
2240,1927,-,-,-,119,155,155,155,1415.1,10,3121,-,.---,5203,Pittsburgh Pirates,1919
2241,1852,-,-,-,142,166,154,154,1386.1,8,3114,-,.---,5132,Chicago White Sox,1919
2242,1869,-,-,-,125,169,154,154,1391.2,11,3031,-,.---,5069,Cincinnati Reds,1919
2243,2047,-,-,-,135,179,153,153,1380.2,21,3131,-,.---,5357,Philadelphia Phillies,1919
2244,2067,-,-,-,112,189,154,154,1388.2,9,3265,-,.---,5521,Chicago Cubs,1919
2245,2009,-,-,-,118,194,155,155,1427.1,19,3269,-,.---,5472,Brooklyn Robins,1919
2246,2146,0,-,-,125,197,153,153,1386.1,5,3192,0,.---,5535,Boston Braves,1919
2247,2054,-,-,-,95,199,155,155,1385.0,16,3170,-,.---,5423,Detroit Tigers,1919
2248,1826,-,-,-,95,186,153,153,1367.0,12,3028,-,.---,5040,Washington Senators,1919
2249,2032,-,-,-,136,204,155,155,1426.2,18,3246,-,.---,5482,St. Louis Cardinals,1919
2250,2113,-,-,-,125,208,156,156,1380.1,13,3244,-,.---,5565,Philadelphia Athletics,1919
2251,1886,-,-,-,119,192,154,154,1378.2,6,3040,-,.---,5118,St. Louis Browns,1919
2252,1787,-,-,-,118,113,138,138,1224.1,20,2795,-,.---,4695,Boston Red Sox,1918
2253,1791,-,-,-,98,125,140,140,1274.0,16,2887,-,.---,4803,Cincinnati Reds,1918
2254,1617,-,-,-,89,123,139,139,1249.0,6,2727,-,.---,4467,Pittsburgh Pirates,1918
2255,1668,-,-,-,116,130,140,140,1265.2,6,2869,-,.---,4667,Chicago White Sox,1918
2256,1893,-,-,-,108,161,141,141,1287.0,13,3051,-,.---,5105,New York Yankees,1918
2257,1942,-,-,-,111,159,140,140,1270.1,12,2919,-,.---,5020,Boston Braves,1918
2258,1894,-,-,-,87,160,140,140,1265.0,6,2989,-,.---,5043,Chicago Cubs,1918
2259,1754,-,-,-,98,157,140,140,1256.0,10,2832,-,.---,4743,St. Louis Browns,1918
2260,1941,-,-,-,96,177,140,140,1256.0,16,2873,-,.---,4991,New York Giants,1918
2261,1733,-,-,-,102,167,139,139,1245.0,6,2805,-,.---,4705,Cleveland Indians,1918
2262,1707,-,-,-,81,173,140,140,1256.0,11,2877,-,.---,4757,Detroit Tigers,1918
2263,1879,-,-,-,112,181,138,138,1252.0,19,2888,-,.---,4948,Philadelphia Phillies,1918
2264,1901,-,-,-,112,187,138,138,1217.1,13,2848,-,.---,4936,St. Louis Cardinals,1918
2265,1830,-,-,-,84,187,141,141,1281.0,17,2897,-,.---,4914,Brooklyn Robins,1918
2266,1606,-,-,-,86,187,142,142,1274.1,15,2859,-,.---,4652,Washington Senators,1918
2267,1862,-,-,-,96,198,140,140,1239.1,9,2865,-,.---,4925,Philadelphia Athletics,1918
2268,1655,-,-,-,137,121,126,126,1157.1,11,2673,-,.---,4449,New York Yankees,1917
2269,1679,-,-,-,89,123,126,126,1120.0,9,2659,-,.---,4461,Boston Red Sox,1917
2270,1615,-,-,-,78,118,124,124,1111.2,10,2539,-,.---,4272,New York Giants,1917
2271,1654,-,-,-,108,142,126,126,1140.1,7,2588,-,.---,4384,Pittsburgh Pirates,1917
2272,1718,-,-,-,89,147,124,124,1117.1,10,2552,-,.---,4417,Boston Braves,1917
2273,1511,-,-,-,98,142,124,124,1126.0,13,2462,-,.---,4115,Chicago White Sox,1917
2274,1707,-,-,-,91,164,131,131,1197.0,12,2823,-,.---,4694,Chicago Cubs,1917
2275,1597,-,-,-,86,158,123,123,1111.1,13,2605,-,.---,4360,St. Louis Browns,1917
2276,1643,-,-,-,74,160,126,126,1131.1,16,2582,-,.---,4385,Brooklyn Robins,1917
2277,1915,-,-,-,116,180,131,131,1193.0,10,2804,-,.---,4899,St. Louis Cardinals,1917
2278,1638,-,-,-,127,161,129,129,1142.1,14,2530,-,.---,4329,Cincinnati Reds,1917
2279,1680,-,-,-,82,167,129,129,1161.0,11,2640,-,.---,4487,Cleveland Indians,1917
2280,1710,-,-,-,91,176,125,125,1139.2,14,2594,-,.---,4480,Philadelphia Phillies,1917
2281,1635,-,-,-,95,186,130,130,1228.0,18,2794,-,.---,4615,Washington Senators,1917
2282,1577,-,-,-,77,180,128,128,1160.2,15,2638,-,.---,4395,Detroit Tigers,1917
2283,1781,-,-,-,136,193,130,130,1156.0,7,2681,-,.---,4655,Philadelphia Athletics,1917
2284,2040,-,-,-,116,154,157,157,1421.1,22,3287,-,.---,5481,Boston Red Sox,1916
2285,2252,-,-,-,153,179,154,154,1392.2,15,3357,-,.---,5788,St. Louis Cardinals,1916
2286,2040,-,-,-,122,171,158,158,1426.2,7,3251,-,.---,5462,New York Giants,1916
2287,2009,-,-,-,122,174,157,157,1424.2,17,3265,-,.---,5448,Boston Braves,1916
2288,2047,-,-,-,112,182,154,154,1389.1,16,3317,-,.---,5546,Philadelphia Phillies,1916
2289,1986,-,-,-,129,183,155,155,1411.1,15,3310,-,.---,5479,New York Yankees,1916
2290,1727,-,-,-,117,181,156,156,1424.1,10,3138,-,.---,5046,Chicago White Sox,1916
2291,1930,-,-,-,95,196,154,154,1396.1,21,3199,-,.---,5325,Detroit Tigers,1916
2292,2111,-,-,-,136,209,156,156,1412.2,12,3257,-,.---,5577,Cleveland Indians,1916
2293,1936,-,-,-,102,205,156,156,1421.1,14,3230,-,.---,5371,Brooklyn Robins,1916
2294,2020,-,-,-,106,214,154,154,1365.2,17,3236,-,.---,5470,Philadelphia Athletics,1916
2295,1814,-,-,-,127,207,157,157,1413.0,22,3246,-,.---,5267,Washington Senators,1916
2296,1987,-,-,-,120,213,157,157,1397.1,24,3159,-,.---,5359,Cincinnati Reds,1916
2297,1934,-,-,-,121,218,157,157,1404.0,26,3267,-,.---,5419,Chicago Cubs,1916
2298,1897,-,-,-,119,214,157,157,1417.2,16,3126,-,.---,5237,Pittsburgh Pirates,1916
2299,2040,-,-,-,139,241,155,155,1385.1,20,3216,-,.---,5497,St. Louis Browns,1916
2300,1995,-,-,-,108,150,156,156,1410.2,14,3264,-,.---,5409,Boston Red Sox,1915
2301,2024,-,-,-,110,173,155,155,1410.0,13,3318,-,.---,5515,Detroit Tigers,1915
2302,1971,-,-,-,108,179,155,155,1397.1,17,3294,-,.---,5444,New York Giants,1915
2303,1915,-,-,-,134,179,155,155,1412.1,6,3306,-,.---,5400,Chicago White Sox,1915
2304,2025,-,-,-,119,185,156,156,1428.0,10,3347,-,.---,5557,New York Yankees,1915
2305,1999,-,-,-,124,185,158,158,1415.2,17,3291,-,.---,5475,Boston Braves,1915
2306,2122,0,-,-,120,196,158,158,1443.2,20,3350,0,.---,5668,St. Louis Browns,1915
2307,2112,-,-,-,130,196,157,157,1410.0,23,3306,-,.---,5614,Cleveland Indians,1915
2308,1854,-,-,-,90,190,156,156,1427.1,19,3246,-,.---,5290,Brooklyn Robins,1915
2309,1809,-,-,-,119,189,159,159,1430.2,32,3241,-,.---,5239,Washington Senators,1915
2310,2025,-,-,-,126,197,155,155,1408.0,19,3234,-,.---,5456,Cincinnati Reds,1915
2311,1956,-,-,-,119,206,154,154,1382.2,26,3227,-,.---,5389,Philadelphia Phillies,1915
2312,1845,-,-,-,97,219,157,157,1419.2,19,3187,-,.---,5251,Pittsburgh Pirates,1915
2313,2022,-,-,-,124,231,153,153,1355.0,22,3202,-,.---,5455,St. Louis Cardinals,1915
2314,2103,-,-,-,104,261,156,156,1416.2,20,3330,-,.---,5694,Chicago Cubs,1915
2315,2068,-,-,-,126,271,154,154,1343.2,19,3209,-,.---,5548,Philadelphia Athletics,1915
2316,1895,-,-,-,98,142,156,156,1382.1,17,3142,-,.---,5179,Pittsburgh Rebels,1914
2317,1958,-,-,-,111,179,159,159,1426.0,23,3357,-,.---,5494,St. Louis Terriers,1914
2318,2058,-,-,-,148,183,160,160,1432.1,12,3359,-,.---,5600,Cincinnati Reds,1914
2319,1900,-,-,-,99,175,153,153,1374.1,13,3226,-,.---,5301,Philadelphia Phillies,1914
2320,1939,-,-,-,95,182,155,155,1401.0,19,3301,-,.---,5422,Chicago White Sox,1914
2321,1882,-,-,-,115,181,157,157,1405.2,7,3268,-,.---,5331,Boston Braves,1914
2322,1842,-,-,-,100,176,156,156,1380.0,16,3159,-,.---,5177,Pittsburgh Pirates,1914
2323,1956,-,-,-,118,185,154,154,1382.2,18,3289,-,.---,5430,New York Yankees,1914
2324,1985,-,-,-,109,186,157,157,1400.2,14,3238,-,.---,5409,St. Louis Cardinals,1914
2325,2009,-,-,-,112,193,153,153,1360.0,20,3247,-,.---,5449,Buffalo Feds,1914
2326,1861,-,-,-,101,191,155,155,1393.2,14,3296,-,.---,5348,Washington Senators,1914
2327,1889,-,-,-,95,193,155,155,1397.0,22,3251,-,.---,5333,Boston Red Sox,1914
2328,1908,-,-,-,96,193,154,154,1389.2,18,3172,-,.---,5273,Brooklyn Robins,1914
2329,2005,-,-,-,124,205,155,155,1406.2,6,3352,-,.---,5562,Newark Peppers,1914
2330,1899,0,-,-,102,204,155,155,1397.2,15,3239,0,.---,5342,Chicago Whales,1914
2331,1916,-,-,-,119,208,155,155,1385.0,24,3271,-,.---,5395,New York Giants,1914
2332,2105,-,-,-,96,220,153,153,1359.0,17,3243,-,.---,5568,Kansas City Packers,1914
2333,2120,-,-,-,107,226,156,156,1413.1,26,3371,-,.---,5717,Detroit Tigers,1914
2334,1962,-,-,-,140,222,154,154,1360.1,11,3236,-,.---,5420,Baltimore Terrapins,1914
2335,1989,-,-,-,82,223,154,154,1372.0,19,3211,-,.---,5423,Cleveland Indians,1914
2336,1928,-,-,-,94,223,156,156,1399.0,18,3239,-,.---,5390,Chicago Cubs,1914
2337,1995,-,-,-,103,248,153,153,1355.2,22,3159,-,.---,5402,Brooklyn Feds,1914
2338,2000,-,-,-,144,274,159,159,1403.0,30,3258,-,.---,5532,St. Louis Browns,1914
2339,1944,-,-,-,118,298,154,154,1348.1,17,3155,-,.---,5397,Philadelphia Athletics,1914
2340,1972,-,-,-,96,179,158,158,1405.0,22,3185,-,.---,5336,Pittsburgh Pirates,1913
2341,1886,-,-,-,116,181,158,157,1404.0,25,3315,-,.---,5382,Philadelphia Athletics,1913
2342,2046,-,-,-,105,195,160,160,1392.0,20,3427,-,.---,5668,Baltimore Terrapins,1913
2343,1890,-,-,-,116,194,158,157,1420.2,22,3399,-,.---,5483,Washington Senators,1913
2344,2080,-,-,-,143,201,158,158,1421.0,17,3392,-,.---,5673,Boston Braves,1913
2345,2006,-,-,-,93,206,157,157,1397.1,15,3272,-,.---,5484,New York Yankees,1913
2346,1865,-,-,-,99,203,159,159,1427.1,19,3285,-,.---,5353,Boston Red Sox,1913
2347,1984,-,-,-,109,209,157,157,1424.2,14,3299,-,.---,5492,St. Louis Cardinals,1913
2348,1933,-,-,-,109,209,155,155,1387.0,18,3328,-,.---,5470,Buffalo Feds,1913
2349,1986,-,-,-,114,216,157,157,1420.1,17,3381,-,.---,5583,Chicago Whales,1913
2350,1973,-,-,-,119,211,156,156,1390.2,7,3173,-,.---,5357,New York Giants,1913
2351,1904,0,-,-,92,212,154,154,1370.0,24,3207,0,.---,5323,Pittsburgh Rebels,1913
2352,1870,-,-,-,112,213,154,154,1368.1,19,3202,-,.---,5285,Brooklyn Robins,1913
2353,1979,-,-,-,113,228,157,157,1397.2,15,3322,-,.---,5529,Indianapolis Hoosier-Feds,1913
2354,1868,-,-,-,94,224,154,154,1367.2,23,3251,-,.---,5343,St. Louis Terriers,1913
2355,2216,-,-,-,101,250,157,157,1412.0,23,3439,-,.---,5905,Detroit Tigers,1913
2356,1866,-,-,-,120,229,157,157,1385.1,17,3291,-,.---,5386,Brooklyn Feds,1913
2357,2155,-,-,-,90,248,157,157,1398.2,16,3409,-,.---,5812,Chicago White Sox,1913
2358,2057,-,-,-,135,243,154,154,1361.0,23,3304,-,.---,5604,Kansas City Packers,1913
2359,1936,-,-,-,119,246,157,157,1391.2,30,3232,-,.---,5414,Cleveland Naps,1913
2360,2047,-,-,-,113,262,157,157,1387.1,39,3311,-,.---,5620,Cincinnati Reds,1913
2361,1964,-,-,-,114,260,159,159,1410.2,30,3297,-,.---,5521,St. Louis Browns,1913
2362,1851,-,-,-,87,259,156,156,1389.1,29,3224,-,.---,5334,Chicago Cubs,1913
2363,1939,-,-,-,81,266,154,154,1379.1,11,3184,-,.---,5389,Philadelphia Phillies,1913
2364,2026,-,-,-,112,176,159,159,1455.1,13,3371,-,.---,5573,Philadelphia Phillies,1912
2365,1907,-,-,-,108,175,153,153,1351.1,13,3214,-,.---,5296,Philadelphia Athletics,1912
2366,1993,-,-,-,113,186,153,152,1351.2,15,3122,-,.---,5301,St. Louis Cardinals,1912
2367,1783,-,-,-,94,181,155,155,1400.0,14,3152,-,.---,5116,Pittsburgh Pirates,1912
2368,2006,-,-,-,122,205,155,155,1396.1,22,3371,-,.---,5582,Washington Senators,1912
2369,1924,-,-,-,124,201,155,155,1386.2,14,3299,-,.---,5424,Cleveland Naps,1912
2370,1757,-,-,-,84,190,151,151,1358.1,23,3129,-,.---,5076,Boston Red Sox,1912
2371,1838,-,-,-,125,196,152,152,1373.0,13,3108,-,.---,5142,Brooklyn Superbas,1912
2372,1984,-,-,-,104,206,156,156,1380.0,14,3181,-,.---,5371,Cincinnati Reds,1912
2373,2010,-,-,-,104,214,153,153,1360.1,19,3235,-,.---,5459,Chicago White Sox,1912
2374,1926,-,-,-,82,213,154,154,1373.1,11,3231,-,.---,5370,Boston Braves,1912
2375,1865,0,-,-,107,212,156,156,1422.0,14,3242,0,.---,5319,New York Giants,1912
2376,1946,-,-,-,106,226,155,154,1373.0,15,3178,-,.---,5350,Chicago Cubs,1912
2377,2102,-,-,-,105,247,153,153,1360.0,16,3222,-,.---,5571,Detroit Tigers,1912
2378,2050,-,-,-,125,248,155,155,1382.1,22,3199,-,.---,5497,St. Louis Browns,1912
2379,1986,-,-,-,94,263,153,153,1344.0,31,3227,-,.---,5476,New York Yankees,1912
2380,1771,-,-,-,125,134,152,152,1385.0,21,3129,-,.---,5034,Pittsburgh Pirates,1911
2381,1885,-,-,-,98,192,152,152,1355.0,25,3145,-,.---,5222,Philadelphia Phillies,1911
2382,1826,-,-,-,102,200,155,155,1377.2,6,3085,-,.---,5111,Cincinnati Reds,1911
2383,1914,-,-,-,125,210,152,152,1358.2,11,3104,-,.---,5228,Chicago Cubs,1911
2384,1881,-,-,-,96,210,153,153,1357.0,12,3096,-,.---,5187,Brooklyn Dodgers,1911
2385,1972,-,-,-,113,213,153,153,1353.0,9,3074,-,.---,5259,St. Louis Cardinals,1911
2386,1971,-,-,-,115,225,153,153,1357.0,17,3200,-,.---,5396,Philadelphia Athletics,1911
2387,1798,-,-,-,88,221,154,154,1362.0,20,3206,-,.---,5225,Boston Red Sox,1911
2388,1909,-,-,-,129,230,155,155,1390.2,21,3207,-,.---,5346,Boston Braves,1911
2389,1949,-,-,-,92,238,154,154,1376.2,22,3337,-,.---,5524,Washington Senators,1911
2390,1852,-,-,-,123,230,154,154,1369.2,18,3205,-,.---,5287,New York Giants,1911
2391,2069,-,-,-,102,259,158,158,1413.0,21,3444,-,.---,5772,Chicago White Sox,1911
2392,1838,-,-,-,124,241,155,155,1352.2,23,3158,-,.---,5237,Cleveland Naps,1911
2393,2217,-,-,-,91,290,154,154,1367.1,28,3318,-,.---,5825,Detroit Tigers,1911
2394,1915,-,-,-,127,277,157,157,1369.2,15,3121,-,.---,5313,St. Louis Browns,1911
2395,1882,-,-,-,77,321,153,153,1335.0,27,3142,-,.---,5345,New York Highlanders,1911
2396,1915,-,-,-,112,193,154,154,1371.2,12,3150,-,.---,5258,Brooklyn Dodgers,1910
2397,1816,-,-,-,100,196,152,152,1375.2,14,3299,-,.---,5311,Philadelphia Athletics,1910
2398,2032,-,-,-,98,216,154,154,1386.1,25,3373,-,.---,5621,Chicago White Sox,1910
2399,1846,-,-,-,113,207,153,153,1373.1,22,3216,-,.---,5269,Philadelphia Phillies,1910
2400,1975,-,-,-,106,215,158,158,1402.1,17,3221,-,.---,5411,St. Louis Cardinals,1910
2401,1782,-,-,-,131,202,155,155,1380.1,15,3081,-,.---,5065,Pittsburgh Pirates,1910
2402,1986,-,-,-,114,220,157,157,1411.0,11,3299,-,.---,5505,Chicago Cubs,1910
2403,1846,-,-,-,86,215,154,154,1368.0,14,3280,-,.---,5341,New York Giants,1910
2404,2077,-,-,-,90,250,154,154,1353.1,39,3266,-,.---,5593,Washington Senators,1910
2405,1997,-,-,-,108,252,156,156,1390.2,32,3308,-,.---,5557,Cleveland Naps,1910
2406,1949,-,-,-,108,259,159,159,1425.0,15,3277,-,.---,5485,Cincinnati Reds,1910
2407,2003,-,-,-,78,276,154,154,1387.2,15,3244,-,.---,5523,Detroit Tigers,1910
2408,1893,-,-,-,93,275,153,153,1351.2,28,3241,-,.---,5409,Boston Red Sox,1910
2409,1910,-,-,-,99,279,153,153,1360.2,24,3247,-,.---,5436,New York Highlanders,1910
2410,1978,-,-,-,110,282,156,156,1374.0,19,3178,-,.---,5438,Boston Rustlers,1910
2411,2039,-,-,-,104,284,152,152,1332.1,20,3048,-,.---,5371,St. Louis Browns,1910
2412,2196,-,-,-,112,207,161,161,1467.0,19,3522,-,.---,5925,Cleveland Naps,1909
2413,1916,-,-,-,125,191,156,156,1420.1,19,3267,-,.---,5374,Brooklyn Superbas,1909
2414,1955,0,-,-,117,207,155,155,1421.2,10,3459,0,.---,5621,Philadelphia Athletics,1909
2415,1890,-,-,-,110,201,154,154,1378.2,15,3204,-,.---,5295,Chicago Cubs,1909
2416,1858,-,-,-,102,196,154,154,1376.0,8,3065,-,.---,5119,Pittsburgh Pirates,1909
2417,2032,-,-,-,99,218,157,157,1373.1,30,3374,-,.---,5624,Washington Senators,1909
2418,1958,-,-,-,109,213,153,153,1337.1,22,3113,-,.---,5284,St. Louis Cardinals,1909
2419,1913,-,-,-,132,222,157,157,1411.1,19,3310,-,.---,5445,Philadelphia Phillies,1909
2420,2006,-,-,-,95,243,156,156,1399.0,21,3397,-,.---,5646,New York Highlanders,1909
2421,2109,-,-,-,79,246,155,155,1380.1,18,3307,-,.---,5662,Detroit Tigers,1909
2422,1888,-,-,-,117,241,155,155,1391.2,22,3328,-,.---,5457,New York Giants,1909
2423,2003,-,-,-,80,253,158,158,1428.0,20,3384,-,.---,5640,Boston Red Sox,1909
2424,1926,-,-,-,103,239,156,156,1386.2,23,3131,-,.---,5296,Cincinnati Reds,1909
2425,2145,-,-,-,100,272,156,156,1421.0,17,3571,-,.---,5988,Chicago White Sox,1909
2426,2148,-,-,-,137,266,157,157,1390.1,17,3190,-,.---,5604,Boston Doves,1909
2427,2174,-,-,-,113,340,158,158,1391.0,14,3437,-,.---,5951,St. Louis Browns,1909
2428,2223,-,-,-,101,200,159,159,1430.1,25,3571,-,.---,5994,Chicago White Sox,1908
2429,1873,-,-,-,100,195,154,154,1401.2,10,3176,-,.---,5244,Pittsburgh Pirates,1908
2430,1905,-,-,-,95,212,155,155,1399.1,7,3386,-,.---,5503,Chicago Cubs,1908
2431,1920,-,-,-,107,210,154,154,1354.2,17,3256,-,.---,5386,St. Louis Browns,1908
2432,1869,-,-,-,92,211,153,153,1378.0,14,3288,-,.---,5368,Philadelphia Athletics,1908
2433,1912,-,-,-,97,214,154,154,1391.0,21,3271,-,.---,5397,Philadelphia Phillies,1908
2434,1996,-,-,-,110,225,155,155,1360.1,25,3240,-,.---,5461,Cleveland Naps,1908
2435,2157,-,-,-,87,242,158,158,1420.1,6,3432,-,.---,5831,Detroit Tigers,1908
2436,2008,-,-,-,100,243,156,156,1374.2,21,3312,-,.---,5563,Washington Senators,1908
2437,1858,-,-,-,86,237,155,155,1384.1,8,3253,-,.---,5348,Brooklyn Superbas,1908
2438,1983,-,-,-,95,246,152,152,1360.0,21,3250,-,.---,5479,Boston Red Sox,1908
2439,1984,-,-,-,99,259,158,157,1440.2,13,3504,-,.---,5747,New York Giants,1908
2440,1872,-,-,-,120,270,157,157,1407.0,21,3240,-,.---,5382,Cincinnati Reds,1908
2441,1916,-,-,-,90,272,154,154,1379.2,9,3211,-,.---,5399,St. Louis Cardinals,1908
2442,1937,-,-,-,94,280,153,153,1350.1,15,3228,-,.---,5445,New York Highlanders,1908
2443,2000,-,-,-,101,296,155,155,1370.2,20,3192,-,.---,5488,Boston Doves,1908
2444,2002,-,-,-,76,177,158,158,1433.2,12,3439,-,.---,5618,Chicago Cubs,1907
2445,2331,-,-,-,82,203,156,156,1414.0,13,3520,-,.---,6054,Chicago White Sox,1907
2446,2050,-,-,-,97,192,155,155,1397.0,23,3348,-,.---,5590,St. Louis Browns,1907
2447,1857,-,-,-,74,189,155,155,1402.1,8,3175,-,.---,5221,Pittsburgh Pirates,1907
2448,2125,-,-,-,95,211,157,157,1424.1,22,3456,-,.---,5792,Cleveland Naps,1907
2449,2157,-,-,-,90,208,156,156,1404.2,10,3301,-,.---,5666,Boston Doves,1907
2450,2025,-,-,-,79,209,157,157,1411.0,23,3384,-,.---,5618,New York Giants,1907
2451,2019,-,-,-,75,208,155,155,1393.0,19,3249,-,.---,5476,Philadelphia Phillies,1907
2452,1968,-,-,-,66,207,154,154,1369.0,13,3201,-,.---,5376,Brooklyn Superbas,1907
2453,2067,-,-,-,89,232,155,155,1388.0,15,3350,-,.---,5649,Washington Senators,1907
2454,1856,-,-,-,72,219,155,155,1384.0,21,3122,-,.---,5197,Cincinnati Reds,1907
2455,1852,-,-,-,68,229,157,157,1400.1,20,3332,-,.---,5413,Philadelphia Athletics,1907
2456,2059,-,-,-,71,263,155,155,1380.1,22,3334,-,.---,5656,Boston Red Sox,1907
2457,2024,-,-,-,95,274,154,154,1374.1,7,3269,-,.---,5567,Detroit Tigers,1907
2458,1947,-,-,-,78,285,155,155,1366.0,14,3293,-,.---,5525,New York Highlanders,1907
2459,1993,-,-,-,68,292,154,154,1368.0,24,3199,-,.---,5484,St. Louis Cardinals,1907
2460,2013,-,-,-,110,175,155,142,1250.1,6,3321,-,.---,5509,Chicago Cubs,1906
2461,2355,-,-,-,101,206,157,157,1406.1,24,3485,-,.---,6046,Chicago White Sox,1906
2462,1800,-,-,-,118,189,156,156,1351.1,14,3073,-,.---,5062,Cincinnati Reds,1906
2463,1839,-,-,-,75,200,155,155,1371.0,19,3240,-,.---,5279,New York Giants,1906
2464,2044,-,-,-,128,210,152,152,1338.2,25,3250,-,.---,5504,Boston Doves,1906
2465,2122,-,-,-,137,222,158,158,1392.2,30,3362,-,.---,5706,Cleveland Naps,1906
2466,1951,-,-,-,94,218,153,153,1356.1,17,3183,-,.---,5352,Brooklyn Superbas,1906
2467,2095,-,-,-,97,230,155,155,1381.1,13,3314,-,.---,5639,St. Louis Browns,1906
2468,2105,-,-,-,100,246,155,155,1414.0,23,3425,-,.---,5776,Boston Red Sox,1906
2469,1913,-,-,-,67,240,150,150,1354.2,14,3402,-,.---,5555,Philadelphia Athletics,1906
2470,1867,-,-,-,75,225,157,157,1363.0,21,3114,-,.---,5206,Pittsburgh Pirates,1906
2471,1880,-,-,-,79,230,153,153,1370.2,26,3179,-,.---,5289,Detroit Tigers,1906
2472,1821,-,-,-,104,223,149,149,1299.1,20,3033,-,.---,5077,Philadelphia Phillies,1906
2473,1910,-,-,-,69,261,154,154,1351.1,25,3212,-,.---,5383,Washington Senators,1906
2474,1918,-,-,-,79,283,152,152,1333.2,24,3200,-,.---,5401,New York Highlanders,1906
2475,2044,-,-,-,105,299,155,155,1365.2,25,3329,-,.---,5672,St. Louis Cardinals,1906
2476,1887,-,-,-,100,176,155,138,1241.0,14,3336,-,.---,5399,Chicago Cubs,1905
2477,2117,-,-,-,111,192,157,157,1412.2,22,3440,-,.---,5749,Cleveland Naps,1905
2478,2071,-,-,-,84,196,153,152,1334.1,26,3286,-,.---,5553,New York Giants,1905
2479,1945,-,-,-,109,194,154,154,1358.0,26,3261,-,.---,5400,Pittsburgh Pirates,1905
2480,2188,-,-,-,80,213,154,154,1375.1,19,3366,-,.---,5767,Chicago White Sox,1905
2481,2008,-,-,-,92,221,154,137,1199.0,38,3270,-,.---,5499,St. Louis Cardinals,1905
2482,1921,-,-,-,97,225,155,155,1369.2,21,3272,-,.---,5418,Cincinnati Reds,1905
2483,1777,-,-,-,86,228,149,149,1322.0,17,3205,-,.---,5210,Philadelphia Athletics,1905
2484,1921,-,-,-,69,238,155,155,1357.2,18,3222,-,.---,5381,New York Highlanders,1905
2485,1936,-,-,-,86,236,151,151,1334.1,10,3136,-,.---,5308,Detroit Tigers,1905
2486,1895,-,-,-,73,234,153,153,1348.2,16,3099,-,.---,5228,Brooklyn Superbas,1905
2487,1855,-,-,-,78,237,151,151,1322.2,20,3140,-,.---,5232,Washington Senators,1905
2488,1898,-,-,-,80,256,154,154,1357.2,20,3253,-,.---,5407,St. Louis Browns,1905
2489,1772,-,-,-,83,252,154,154,1354.1,13,3080,-,.---,5104,Philadelphia Phillies,1905
2490,2011,-,-,-,102,280,152,152,1334.1,23,3297,-,.---,5588,Boston Beaneaters,1905
2491,2069,-,-,-,84,294,155,155,1382.0,31,3281,-,.---,5644,Boston Americans,1905
2492,2175,-,-,-,95,172,158,158,1427.0,19,3454,-,.---,5801,Chicago White Sox,1904
2493,1906,0,-,-,84,190,155,155,1363.1,24,3297,0,.---,5393,Cleveland Naps,1904
