,AO1,BB1,BK,CG,CS1,ER,ERA,G1,GF,GIDP,GO1,GO_AO1,GS,H1,HB,HLD,HR1,IBB1,IP,L,NP,OBP1,OPS,PK,R1,SB1,SHO,SLG1,SO1,SV,SVO,TBF,W,WHIP,WP,WPCT,team,year
434,1418,492,8,1,38,686,4.23,162,161,154,1913,1.35,162,1524,41,56,152,40,1460.1,74,23904,.330,.748,13,751,110,10,.418,1068,40,61,6289,88,1.38,54,.543,Los Angeles Dodgers,2005
435,1440,504,3,6,32,721,4.54,161,155,155,1888,1.31,161,1475,80,73,193,35,1429.2,78,22938,.337,.779,1,762,63,9,.443,970,38,57,6196,83,1.38,35,.516,St. Louis Cardinals,2005
436,1571,560,6,6,38,739,4.60,162,156,130,1686,1.07,162,1500,53,72,183,50,1446.2,84,24290,.337,.769,12,792,72,6,.432,1067,47,67,6294,78,1.42,47,.481,Seattle Mariners,2005
437,1536,622,4,6,46,696,4.37,162,156,146,1660,1.08,162,1465,74,69,166,58,1433.1,84,23891,.347,.771,11,772,69,6,.423,1088,41,68,6294,78,1.46,47,.481,Florida Marlins,2005
438,1416,536,4,8,45,727,4.48,162,154,139,1872,1.32,162,1503,61,75,168,44,1459.2,86,23720,.335,.767,11,788,90,9,.431,1115,34,54,6341,76,1.40,53,.469,Arizona Diamondbacks,2005
439,1495,356,3,1,31,632,3.95,162,161,110,1658,1.11,162,1490,36,68,182,25,1439.1,66,22474,.312,.735,8,683,54,6,.423,1164,40,50,6066,96,1.28,40,.593,Minnesota Twins,2005
440,1526,514,2,7,31,763,4.82,162,155,111,1618,1.06,162,1454,74,59,177,34,1425.2,87,23361,.333,.771,13,833,97,8,.438,1145,43,67,6210,75,1.38,57,.463,Milwaukee Brewers,2005
441,1618,496,7,5,47,708,4.41,162,157,126,1697,1.05,162,1463,59,83,170,41,1443.2,65,23460,.326,.740,6,767,92,8,.413,1019,43,60,6215,97,1.36,46,.599,New York Yankees,2005
442,1428,504,13,6,32,694,4.37,162,156,127,1788,1.25,162,1447,59,87,185,56,1428.1,75,23447,.328,.750,11,754,130,6,.422,1076,42,62,6151,87,1.37,53,.537,Toronto Blue Jays,2005
443,1624,584,7,7,40,735,4.63,161,154,108,1659,1.02,161,1422,70,68,153,37,1429.2,85,23711,.337,.752,18,790,98,9,.415,992,37,59,6225,76,1.40,50,.472,San Francisco Giants,2005
444,1483,489,2,3,35,618,3.84,162,159,140,1849,1.25,162,1420,53,75,160,35,1448.0,67,22819,.321,.725,12,675,49,16,.405,1003,46,62,6145,95,1.32,44,.586,Detroit Tigers,2005
445,1412,480,2,5,28,666,4.08,162,157,144,1844,1.31,162,1425,54,75,182,65,1468.2,80,23403,.319,.740,9,719,78,12,.421,1160,42,60,6219,82,1.30,44,.506,Houston Astros,2005
446,1526,687,4,2,39,758,4.74,162,160,95,1551,1.02,162,1396,67,68,210,44,1439.0,96,24855,.342,.774,8,834,118,7,.431,1250,29,46,6366,66,1.45,68,.407,Chicago Cubs,2005
447,1596,471,3,5,40,652,4.04,162,157,128,1591,1.00,162,1410,50,50,158,27,1452.2,73,23617,.316,.719,7,732,77,12,.402,1164,50,63,6149,89,1.29,85,.549,Los Angeles Angels,2005
448,1522,527,5,5,40,674,4.15,162,157,105,1691,1.11,162,1402,62,72,180,39,1461.1,65,24421,.323,.730,7,731,111,12,.407,1161,43,58,6240,97,1.32,37,.599,New York Mets,2005
449,1637,468,4,4,26,629,3.87,162,158,120,1672,1.02,162,1385,50,81,176,63,1463.2,74,23410,.312,.716,5,679,150,11,.404,1097,50,71,6175,88,1.27,34,.543,San Diego Padres,2005
450,1566,580,9,4,44,862,5.49,162,158,139,1740,1.11,162,1640,74,55,178,33,1413.1,106,24031,.362,.825,9,935,70,4,.463,924,25,43,6370,56,1.57,69,.346,Kansas City Royals,2004
451,1634,492,3,2,35,820,5.15,163,161,121,1708,1.05,163,1657,80,63,219,47,1433.0,89,23565,.352,.835,9,889,76,1,.483,955,31,47,6397,73,1.50,53,.451,Cincinnati Reds,2004
452,1486,604,6,4,37,808,5.13,162,158,131,1781,1.20,162,1600,84,68,175,54,1418.2,95,23672,.362,.819,19,862,102,4,.457,981,37,63,6385,67,1.55,65,.414,Colorado Rockies,2004
453,1804,615,5,1,45,851,5.39,162,161,101,1507,0.84,162,1570,64,66,194,41,1421.2,95,23871,.355,.810,11,936,68,4,.455,949,43,69,6384,67,1.54,53,.414,Tampa Bay Devil Rays,2004
454,1596,522,4,2,26,794,4.96,162,160,125,1810,1.13,162,1589,60,48,159,31,1440.0,83,24214,.343,.772,2,858,69,6,.428,932,46,68,6371,79,1.47,44,.488,Texas Rangers,2004
455,1458,537,5,6,28,783,4.84,162,156,141,1883,1.29,162,1580,62,64,193,43,1456.1,85,23667,.345,.799,12,856,78,10,.455,1038,45,62,6402,77,1.45,58,.475,Arizona Diamondbacks,2004
456,1622,440,4,6,29,752,4.74,162,156,122,1699,1.05,162,1550,89,59,164,28,1429.0,67,23423,.335,.776,13,805,87,8,.441,959,38,57,6227,95,1.39,56,.586,Boston Red Sox,2004
457,1543,461,5,7,49,719,4.51,162,155,148,1838,1.19,162,1504,51,56,193,33,1435.2,91,22490,.330,.767,16,787,60,2,.436,907,37,57,6139,71,1.37,53,.438,Detroit Tigers,2004
458,1514,463,6,8,50,718,4.52,162,154,127,1782,1.18,162,1495,84,69,164,25,1430.2,67,23258,.332,.754,6,789,125,14,.422,985,46,67,6182,95,1.37,37,.586,New York Yankees,2004
459,1766,496,4,6,43,712,4.49,162,156,119,1608,0.91,162,1483,57,73,179,32,1427.2,93,23294,.332,.754,12,751,89,7,.422,892,39,59,6172,69,1.39,36,.426,Seattle Mariners,2004
460,1504,520,5,8,36,639,3.98,162,154,143,1879,1.25,162,1487,32,72,145,52,1443.2,72,22809,.333,.739,8,674,89,12,.406,929,38,62,6186,90,1.39,42,.556,Atlanta Braves,2004
461,1537,612,4,4,36,706,4.42,162,158,164,1825,1.19,162,1456,65,60,162,65,1436.0,95,23260,.344,.769,11,769,64,14,.424,958,35,47,6264,67,1.44,53,.414,Pittsburgh Pirates,2004
462,1437,563,3,14,38,666,4.16,162,148,153,1754,1.22,162,1459,65,55,116,57,1442.1,79,23691,.339,.741,8,732,118,15,.402,1125,42,60,6236,83,1.40,45,.512,Florida Marlins,2004
463,1533,444,5,9,35,653,4.06,162,153,134,1837,1.20,162,1475,68,66,185,29,1447.0,82,22745,.324,.742,13,705,100,8,.418,958,35,56,6166,80,1.33,39,.494,Toronto Blue Jays,2004
464,1658,592,3,4,54,695,4.33,162,158,118,1693,1.02,162,1456,42,89,151,42,1444.1,87,24324,.336,.748,12,745,78,8,.412,972,46,74,6280,75,1.42,38,.463,San Francisco Giants,2004
465,1515,580,11,2,34,724,4.56,162,160,126,1730,1.14,162,1458,52,70,180,32,1427.2,88,23766,.336,.752,8,800,115,9,.416,1052,38,57,6242,74,1.43,70,.457,Baltimore Orioles,2004
466,1457,471,6,6,34,695,4.38,162,156,119,1814,1.25,162,1434,64,66,182,34,1427.1,91,22648,.327,.756,10,755,130,9,.429,1004,40,59,6113,71,1.33,36,.438,Los Angeles Dodgers,2004
467,1736,539,8,4,41,627,3.87,162,158,124,1635,0.94,162,1456,72,68,140,77,1458.0,81,23769,.333,.729,9,673,76,9,.396,997,51,69,6286,81,1.37,49,.500,Washington Nationals,2004
468,1584,348,4,9,36,604,3.71,162,153,140,1835,1.16,162,1458,43,52,169,38,1464.1,79,21902,.307,.715,11,662,44,8,.408,965,44,60,6072,83,1.23,35,.512,Minnesota Twins,2004
469,1562,503,3,4,25,668,4.13,162,158,116,1688,1.08,162,1452,46,70,146,45,1455.1,80,23676,.322,.731,4,726,94,8,.408,1133,45,65,6253,82,1.34,36,.506,San Diego Padres,2004
470,1288,443,5,15,33,560,3.49,162,147,181,2072,1.61,162,1399,60,86,153,27,1445.2,62,22112,.318,.716,10,634,32,14,.398,974,48,65,6047,100,1.27,41,.617,St. Louis Cardinals,2004
471,1535,491,4,8,25,599,3.76,162,154,127,1780,1.16,162,1390,56,48,135,43,1435.2,79,22901,.321,.708,5,648,107,11,.387,1012,38,59,6121,83,1.31,32,.512,New York Mets,2004
472,1655,443,1,7,42,598,3.68,162,155,114,1593,0.96,162,1419,48,54,158,24,1464.1,67,23331,.312,.713,6,643,68,11,.401,1126,54,71,6158,95,1.27,70,.586,Los Angeles Angels,2004
473,1439,487,9,4,26,672,4.21,162,158,111,1708,1.19,162,1379,72,78,189,51,1435.0,74,22953,.320,.746,4,726,82,6,.426,1159,40,63,6119,88,1.30,36,.543,Philadelphia Phillies,2004
474,1609,569,8,7,34,635,3.97,162,155,108,1561,0.97,162,1382,45,61,169,52,1438.0,81,23790,.324,.733,25,697,86,6,.408,1173,46,67,6208,81,1.36,66,.500,Milwaukee Brewers,2004
475,1355,576,7,8,40,671,4.19,162,154,118,1718,1.27,162,1357,50,69,186,48,1440.0,83,23780,.325,.732,9,714,90,10,.407,1256,39,58,6185,79,1.34,57,.488,Chicago Cubs,2004
476,1626,459,9,9,25,592,3.61,162,153,143,1766,1.09,162,1392,52,79,167,42,1475.2,63,23256,.310,.707,11,645,103,10,.397,1040,54,73,6176,99,1.25,65,.611,Chicago White Sox,2004
477,1589,413,4,6,33,582,3.61,162,156,136,1742,1.10,162,1363,41,74,157,20,1452.2,69,22488,.302,.689,7,642,103,10,.387,1050,51,66,6048,93,1.22,26,.574,Cleveland Indians,2004
478,1392,440,8,6,31,563,3.51,163,157,122,1771,1.27,163,1336,59,66,155,29,1443.0,73,22417,.308,.697,12,609,53,11,.389,1164,45,58,6023,89,1.23,38,.549,Houston Astros,2004
479,1555,504,3,9,25,594,3.69,162,153,137,1729,1.11,162,1315,60,47,154,42,1450.1,74,23153,.311,.693,7,658,109,12,.382,1075,38,56,6080,88,1.25,41,.543,Oakland Athletics,2004
480,1475,697,6,3,32,883,5.54,162,159,135,1867,1.27,162,1634,71,67,198,84,1435.1,94,24316,.372,.843,22,923,111,2,.471,947,36,70,6535,68,1.62,66,.420,Colorado Rockies,2003
481,1698,518,10,6,35,813,5.15,162,156,143,1685,0.99,162,1638,56,48,208,49,1420.1,104,23471,.352,.828,17,905,84,3,.476,887,25,47,6320,58,1.52,60,.358,Kansas City Royals,2003
482,1600,572,3,5,29,832,5.19,162,157,101,1751,1.09,162,1595,54,79,236,55,1443.2,86,23935,.348,.830,1,907,67,8,.481,992,47,78,6451,76,1.50,74,.469,Cincinnati Reds,2003
483,1550,530,6,7,41,788,4.93,162,155,144,1784,1.15,162,1542,54,57,190,33,1439.2,90,23057,.340,.781,8,844,71,9,.441,995,35,63,6296,72,1.44,71,.444,Detroit Tigers,2003
484,1588,547,11,5,39,724,4.53,162,157,133,1756,1.11,162,1536,81,75,182,29,1439.2,73,23989,.344,.776,15,794,71,9,.432,979,52,66,6345,89,1.45,34,.549,Texas Rangers,2003
485,1571,608,11,6,41,775,4.91,161,155,120,1725,1.10,161,1505,58,46,181,47,1421.0,94,23482,.348,.782,2,823,91,11,.434,956,37,53,6281,67,1.49,60,.416,Toronto Blue Jays,2003
486,1557,527,3,8,48,782,4.91,162,154,137,1699,1.09,162,1505,48,57,224,36,1432.1,79,23808,.338,.791,21,831,90,8,.453,1013,34,46,6189,83,1.42,43,.512,Chicago White Sox,2003
487,1591,445,4,1,32,752,4.69,162,161,118,1689,1.06,162,1532,60,69,182,32,1443.2,61,23343,.328,.760,5,808,90,5,.432,1058,59,76,6240,101,1.37,57,.623,New York Yankees,2003
488,1568,579,6,8,40,784,4.81,162,154,118,1717,1.10,162,1553,62,55,201,47,1466.2,82,24754,.342,.787,8,857,117,8,.445,1115,32,60,6450,80,1.45,43,.494,Cleveland Indians,2003
489,1439,576,3,3,38,680,4.29,161,158,160,1770,1.23,161,1451,63,76,149,64,1428.0,89,23218,.342,.758,5,744,72,8,.416,1079,46,69,6197,72,1.42,45,.447,Pittsburgh Pirates,2003
490,1559,431,1,4,44,661,4.03,162,158,132,1727,1.11,162,1523,54,48,167,27,1476.0,70,23640,.323,.729,9,715,73,9,.406,1123,48,68,6269,92,1.32,45,.568,Minnesota Twins,2003
491,1362,668,8,5,50,794,4.98,162,157,120,1819,1.34,162,1480,75,54,197,79,1436.0,111,24146,.350,.790,13,899,97,6,.439,1153,33,55,6418,51,1.50,71,.315,Arizona Diamondbacks,2003
492,1523,582,2,11,41,696,4.33,162,151,135,1773,1.16,162,1477,79,57,191,78,1447.0,95,23933,.342,.772,8,769,58,11,.431,1032,31,49,6307,67,1.42,43,.414,Montreal Expos,2003
493,1448,523,6,4,29,603,3.74,162,158,149,1888,1.30,162,1475,27,71,154,50,1450.0,66,22924,.329,.729,6,668,91,13,.400,1025,48,68,6218,96,1.38,36,.593,Atlanta Braves,2003
494,1794,575,7,7,38,772,4.76,162,155,117,1547,0.86,162,1498,72,42,212,32,1459.1,99,24571,.338,.779,12,823,64,7,.441,1036,28,49,6389,63,1.42,45,.389,Seattle Mariners,2003
495,1692,580,7,3,32,757,4.81,161,158,124,1648,0.97,161,1459,93,45,192,35,1417.0,91,23772,.342,.780,16,842,67,5,.438,923,35,45,6261,70,1.44,55,.435,Tampa Bay Devil Rays,2003
496,1535,548,2,8,24,695,4.29,162,154,131,1837,1.20,162,1481,47,86,161,35,1457.0,71,24242,.332,.755,11,770,72,8,.423,1020,46,74,6321,91,1.39,52,.562,San Francisco Giants,2003
497,1601,502,3,4,26,724,4.45,162,158,119,1715,1.07,162,1488,66,82,214,60,1462.2,76,23481,.330,.778,1,781,103,5,.448,1070,43,68,6308,86,1.36,40,.531,Philadelphia Phillies,2003
498,1528,687,9,8,39,760,4.70,162,154,137,1752,1.15,162,1488,62,52,159,43,1455.1,84,24926,.348,.752,10,830,82,10,.404,1090,27,47,6459,78,1.49,68,.481,Baltimore Orioles,2003
499,1540,422,2,3,25,645,4.03,162,159,125,1728,1.12,162,1460,48,76,184,39,1441.0,75,22850,.318,.749,6,705,69,8,.431,1079,44,64,6135,87,1.31,27,.537,San Diego Padres,2003
500,1606,502,7,2,44,692,4.28,162,160,98,1571,0.98,162,1476,44,54,170,27,1454.1,70,24046,.326,.740,10,734,87,11,.415,1164,50,67,6246,92,1.36,61,.568,Anaheim Angels,2003
501,1525,544,5,10,49,682,4.17,162,152,145,1844,1.21,162,1466,68,71,164,49,1471.1,71,23780,.332,.741,28,742,74,8,.409,1034,35,63,6313,91,1.37,39,.562,Oakland Athletics,2003
502,1549,592,8,2,39,658,4.09,162,160,122,1854,1.20,162,1452,49,70,156,70,1449.0,91,24334,.335,.740,11,731,100,6,.405,977,31,52,6333,71,1.41,30,.438,New York Mets,2003
503,1579,476,5,6,29,679,4.24,161,155,109,1685,1.07,161,1440,51,59,164,27,1442.0,94,23736,.320,.737,12,757,89,10,.417,1098,42,64,6204,67,1.33,59,.416,Milwaukee Brewers,2003
504,1347,525,3,2,39,650,4.05,162,160,119,1694,1.26,162,1416,68,72,174,61,1443.0,70,23778,.328,.745,7,698,101,13,.417,1282,47,70,6201,92,1.35,45,.568,Houston Astros,2003
505,1502,513,3,6,38,655,4.10,162,156,123,1674,1.11,162,1395,51,53,166,61,1439.0,79,22792,.324,.735,11,700,118,14,.412,1116,53,75,6110,83,1.33,35,.512,Florida Marlins,2003
506,1479,447,1,4,31,674,4.18,162,158,107,1764,1.19,162,1430,92,53,159,28,1451.1,64,23319,.318,.727,10,768,123,12,.408,1132,36,49,6222,98,1.29,39,.605,Boston Red Sox,2003
507,1580,521,2,2,40,647,4.01,162,160,129,1687,1.07,162,1386,54,55,178,47,1453.1,69,23099,.323,.732,7,684,96,6,.408,1066,51,60,6155,93,1.31,43,.574,Los Angeles Dodgers,2003
508,1376,440,4,4,29,605,3.75,162,158,129,1950,1.42,162,1378,67,88,169,24,1453.2,57,23013,.313,.715,5,659,53,12,.403,1041,57,73,6104,105,1.25,42,.648,St. Louis Cardinals,2003
509,1401,545,9,3,39,621,3.81,162,159,104,1651,1.18,162,1363,76,68,169,33,1465.1,73,24003,.321,.716,6,665,108,6,.395,1346,42,66,6262,89,1.30,50,.549,Chicago Cubs,2003
510,1513,552,8,3,42,821,5.20,162,159,141,1885,1.25,162,1629,84,75,200,51,1420.0,88,23570,.359,.829,16,892,73,4,.470,866,34,54,6364,74,1.54,48,.457,Colorado Rockies,2002
511,1531,603,8,4,45,903,5.67,162,158,139,1736,1.13,162,1625,63,74,208,45,1433.1,91,24649,.360,.833,7,969,96,3,.473,1009,43,63,6413,71,1.55,51,.438,Texas Rangers,2002
512,1699,557,5,3,54,847,5.30,162,159,163,1870,1.10,162,1616,56,43,195,35,1438.2,119,23374,.352,.813,19,928,128,5,.461,764,27,46,6376,43,1.51,52,.265,Detroit Tigers,2002
513,1666,575,8,5,37,810,5.02,162,157,121,1672,1.00,162,1590,61,59,219,43,1452.0,94,24133,.348,.810,10,873,100,3,.462,1034,44,71,6459,68,1.49,57,.420,Milwaukee Brewers,2002
514,1680,566,9,7,42,808,5.05,162,155,119,1759,1.05,162,1569,66,61,190,33,1438.2,79,23843,.348,.798,7,867,95,10,.450,865,36,64,6366,83,1.48,60,.512,Kansas City Royals,2002
515,1613,590,3,4,28,818,5.09,162,158,126,1809,1.12,162,1578,48,59,209,61,1446.1,93,23629,.349,.812,3,886,77,5,.463,932,38,64,6423,69,1.50,46,.426,Cincinnati Reds,2002
516,1597,526,4,9,37,767,4.76,163,154,139,1762,1.10,163,1579,80,66,198,43,1449.2,91,24019,.346,.792,11,820,121,3,.446,981,41,62,6366,71,1.45,42,.438,Baltimore Orioles,2002
517,1444,485,2,14,32,748,4.69,162,148,141,1896,1.31,162,1560,57,64,184,46,1435.0,76,22826,.337,.778,6,826,126,6,.441,984,35,52,6270,86,1.43,56,.531,Toronto Blue Jays,2002
518,1640,576,7,3,52,704,4.48,161,158,127,1688,1.03,161,1497,45,59,168,71,1413.1,95,23529,.345,.783,20,754,98,10,.438,907,38,53,6204,66,1.47,45,.410,New York Mets,2002
519,1500,502,2,7,26,744,4.64,162,155,140,1935,1.29,162,1527,61,77,178,58,1444.1,87,22902,.336,.767,12,801,69,10,.431,926,44,68,6293,75,1.40,50,.463,Pittsburgh Pirates,2002
520,1696,508,1,9,24,748,4.60,162,153,114,1728,1.02,162,1544,65,72,210,36,1463.2,77,23832,.336,.787,6,796,55,10,.452,969,41,71,6375,85,1.40,53,.525,St. Louis Cardinals,2002
521,1796,402,9,7,27,716,4.41,162,155,93,1586,0.88,162,1526,50,65,187,35,1462.0,72,23037,.319,.747,12,758,70,8,.428,997,45,64,6246,90,1.32,62,.556,Minnesota Twins,2002
522,1598,375,0,8,37,653,4.02,163,155,104,1678,1.05,163,1512,49,57,145,36,1462.0,61,23207,.314,.721,7,716,92,12,.407,1119,49,67,6209,101,1.29,33,.623,New York Yankees,2002
523,1738,639,9,7,41,787,4.93,162,155,124,1687,0.97,162,1454,95,55,196,37,1436.2,99,23802,.347,.788,9,852,65,7,.440,877,30,55,6340,63,1.46,65,.389,Tampa Bay Devil Rays,2002
524,1570,501,7,5,43,682,4.21,162,157,149,1869,1.19,162,1477,64,52,179,37,1459.1,94,23379,.329,.755,15,778,84,7,.426,943,34,59,6254,68,1.36,49,.420,Cleveland Indians,2002
525,1487,463,4,15,38,640,4.01,162,147,119,1797,1.21,162,1467,71,67,181,51,1437.2,79,23139,.327,.750,9,716,40,10,.423,1028,42,60,6171,83,1.34,71,.512,Montreal Expos,2002
526,1499,611,3,2,25,774,4.87,162,160,112,1717,1.15,162,1458,62,60,208,52,1431.1,98,23732,.341,.778,7,831,95,10,.437,1091,31,49,6303,64,1.45,64,.395,San Diego Padres,2002
527,1470,488,0,5,35,729,4.48,162,157,109,1800,1.22,162,1503,76,46,153,41,1464.2,67,23532,.327,.742,6,809,101,6,.415,1141,36,57,6355,95,1.36,44,.586,Boston Red Sox,2002
528,1728,486,3,5,48,680,4.28,162,157,112,1578,0.91,162,1444,76,56,190,38,1431.1,85,23481,.327,.748,11,743,80,9,.421,980,39,52,6161,77,1.35,53,.475,Anaheim Angels,2002
529,1555,530,11,7,25,648,4.04,162,155,139,1650,1.06,162,1415,40,48,128,40,1445.1,71,23650,.325,.722,7,692,70,11,.396,1132,36,49,6165,91,1.35,51,.562,Florida Marlins,2002
530,1394,555,4,4,34,663,4.10,162,158,145,2004,1.44,162,1425,42,74,147,69,1456.1,61,22981,.327,.728,7,740,91,7,.401,992,51,71,6247,101,1.36,53,.623,Atlanta Braves,2002
531,1469,536,4,9,24,648,4.04,162,153,138,1810,1.23,162,1386,77,55,142,51,1443.2,76,23063,.327,.727,2,697,112,13,.401,1060,33,51,6195,86,1.33,53,.531,Philadelphia Phillies,2002
532,1553,518,4,12,29,663,4.17,162,150,135,1670,1.08,162,1364,53,33,162,30,1431.0,76,22793,.322,.725,11,715,58,4,.404,1056,36,53,6067,86,1.32,39,.531,Chicago White Sox,2002
533,1564,546,8,7,29,595,3.73,161,154,137,1739,1.11,161,1349,43,76,136,34,1437.1,61,23086,.321,.707,13,638,67,10,.386,1006,43,60,6090,100,1.32,68,.621,San Francisco Giants,2002
534,1299,526,9,7,38,621,3.84,162,155,106,1786,1.37,162,1379,72,47,150,53,1455.0,78,23438,.322,.710,7,685,84,11,.388,1291,42,55,6229,84,1.31,52,.519,Arizona Diamondbacks,2002
535,1470,565,4,1,48,622,3.86,162,161,126,1719,1.17,162,1350,74,90,161,53,1450.0,75,23495,.326,.722,15,677,86,5,.397,1139,50,64,6176,87,1.32,40,.537,Houston Astros,2002
536,1793,466,4,8,32,602,3.76,162,154,131,1522,0.85,162,1340,54,48,173,24,1441.0,69,23351,.311,.699,13,637,62,15,.388,1001,38,52,6025,93,1.25,35,.574,Seattle Mariners,2002
537,1453,499,10,16,43,582,3.63,162,146,128,1858,1.28,162,1336,54,53,140,42,1441.2,66,22867,.314,.689,19,643,91,14,.376,1018,48,60,6078,96,1.27,41,.593,Oakland Athletics,2002
538,1243,617,3,13,42,619,3.83,162,149,136,1737,1.40,162,1304,71,62,143,36,1456.1,74,24252,.324,.697,9,683,70,14,.372,1404,36,51,6227,88,1.32,63,.543,Chicago Cubs,2002
539,1247,526,5,3,75,511,3.16,162,159,137,1798,1.44,162,1254,40,79,127,35,1457.2,77,22614,.306,.660,20,556,117,17,.354,1289,58,66,6001,85,1.22,50,.525,Los Angeles Dodgers,2002
540,1697,463,8,11,34,773,4.92,161,150,119,1750,1.03,161,1593,62,32,163,34,1414.0,106,22615,.343,.798,10,864,72,7,.455,794,33,53,6215,55,1.45,59,.342,Detroit Tigers,2001
541,1619,572,6,12,36,834,5.21,162,150,138,1796,1.11,162,1587,52,39,212,48,1441.0,100,23787,.349,.812,10,891,90,6,.464,909,30,54,6386,62,1.50,68,.383,Kansas City Royals,2001
542,1806,620,10,12,53,846,5.29,161,149,140,1573,0.87,161,1567,94,24,215,24,1440.1,106,23859,.357,.820,15,918,92,3,.463,925,25,46,6424,55,1.52,62,.342,Tampa Bay Devil Rays,2001
543,1569,582,6,1,23,825,5.20,162,161,136,1809,1.15,162,1554,64,77,225,49,1426.2,89,23711,.349,.816,10,898,87,8,.466,920,43,59,6345,73,1.50,42,.451,Colorado Rockies,2001
544,1474,603,8,9,59,777,4.91,162,153,131,1719,1.17,162,1508,57,49,142,38,1424.2,88,23860,.348,.771,9,837,126,4,.423,1058,34,53,6271,74,1.48,52,.457,Cleveland Indians,2001
545,1463,582,4,5,40,737,4.62,162,157,135,1746,1.19,162,1522,66,60,177,61,1436.1,96,23199,.346,.788,3,815,76,10,.442,1108,40,62,6333,66,1.46,51,.407,San Diego Padres,2001
546,1537,669,11,4,28,824,5.15,162,158,131,1754,1.14,162,1528,76,65,194,32,1439.2,90,24630,.355,.806,8,882,74,4,.451,1030,33,65,6446,72,1.53,84,.444,Texas Rangers,2001
547,1570,590,4,6,41,767,4.80,162,155,131,1761,1.12,162,1504,71,68,177,56,1438.1,84,23578,.344,.775,8,828,107,6,.431,991,41,70,6338,78,1.46,57,.481,Toronto Blue Jays,2001
548,1518,550,2,2,42,690,4.27,162,160,140,1852,1.22,162,1502,56,65,173,63,1453.2,84,23369,.338,.764,13,774,67,8,.426,980,42,57,6296,78,1.41,52,.481,Cincinnati Reds,2001
549,1582,666,8,7,49,752,4.73,162,155,129,1683,1.06,162,1468,62,51,199,82,1432.1,106,24020,.352,.794,9,821,109,4,.442,1026,32,42,6339,56,1.49,64,.346,Milwaukee Brewers,2001
550,1338,572,5,2,44,664,4.23,161,158,146,1966,1.47,161,1447,55,96,163,93,1412.2,89,22429,.342,.765,20,730,94,7,.423,920,47,66,6131,72,1.43,34,.447,Pittsburgh Pirates,2001
551,1546,549,1,8,44,719,4.46,162,153,145,1813,1.17,162,1491,54,58,208,34,1450.2,95,23598,.336,.770,16,773,103,3,.435,967,31,46,6258,67,1.41,54,.414,Baltimore Orioles,2001
552,1412,508,5,9,44,641,3.97,162,153,132,1871,1.33,162,1475,46,74,165,80,1453.0,79,23061,.329,.751,8,718,85,3,.421,1088,39,59,6246,83,1.36,51,.512,Montreal Expos,2001
553,1562,631,7,11,61,706,4.36,162,150,134,1688,1.08,162,1449,58,67,151,46,1456.1,83,24032,.341,.756,8,763,93,12,.415,1104,36,55,6340,79,1.43,55,.488,Florida Marlins,2001
554,1809,439,3,8,27,662,4.12,161,153,112,1480,0.82,161,1454,45,82,184,24,1444.2,67,23048,.318,.739,13,712,57,9,.421,1026,47,65,6133,94,1.31,62,.584,Minnesota Twins,2001
555,1631,528,6,7,38,716,4.53,162,154,137,1698,1.04,162,1422,60,60,190,31,1423.0,81,23120,.330,.753,10,798,99,7,.423,945,35,46,6131,81,1.37,54,.500,Chicago White Sox,2001
556,1400,546,3,2,36,642,4.00,162,160,115,1702,1.22,162,1423,55,68,151,78,1445.0,78,23077,.330,.740,6,695,104,11,.410,1219,43,58,6205,84,1.36,38,.519,Houston Astros,2001
557,1684,441,3,8,35,654,4.07,162,152,119,1585,0.94,162,1422,49,54,178,34,1445.1,69,22953,.315,.724,10,699,66,12,.410,1063,43,64,6117,93,1.29,42,.574,Seattle Mariners,2001
558,1551,543,7,9,53,624,3.89,161,152,114,1680,1.08,161,1408,55,60,163,75,1442.2,86,23751,.327,.730,10,703,151,10,.403,1107,36,51,6212,75,1.35,22,.466,New York Mets,2001
559,1582,403,2,9,39,625,3.87,161,151,100,1664,1.05,161,1441,48,46,144,44,1452.0,58,22970,.309,.705,14,697,92,11,.395,1135,53,69,6159,103,1.27,59,.640,New York Yankees,2001
560,1431,606,2,11,54,687,4.29,162,150,117,1568,1.10,162,1373,58,31,167,53,1441.1,95,23942,.331,.738,4,759,112,9,.407,1333,23,48,6236,67,1.37,44,.414,Chicago Cubs,2001
561,1448,570,5,5,34,671,4.17,161,155,134,1828,1.26,161,1381,70,78,153,54,1449.2,81,23256,.328,.730,5,724,74,9,.401,1075,47,71,6222,80,1.35,68,.497,Philadelphia Phillies,2001
562,1467,474,9,9,46,593,3.68,162,152,127,1878,1.28,162,1391,62,87,135,45,1452.0,59,22939,.315,.699,10,654,68,19,.384,1021,48,68,6158,103,1.28,40,.636,Oakland Athletics,2001
563,1584,547,2,4,34,595,3.70,162,157,133,1742,1.10,162,1355,60,82,141,39,1446.1,65,22899,.323,.709,5,648,86,9,.386,1009,42,63,6135,97,1.32,40,.599,St. Louis Cardinals,2001
564,1644,523,2,10,36,566,3.54,162,151,138,1668,1.01,162,1349,36,69,116,44,1437.1,66,23145,.319,.691,7,616,87,13,.372,992,43,60,6056,95,1.30,36,.590,San Francisco Giants,2001
