,AO1,BB1,BK,CG,CS1,ER,ERA,G1,GF,GIDP,GO1,GO_AO1,GS,H1,HB,HLD,HR1,IBB1,IP,L,NP,OBP1,OPS,PK,R1,SB1,SHO,SLG1,SO1,SV,SVO,TBF,W,WHIP,WP,WPCT,team,year
2315,-,478,4,74,-,414,2.58,158,84,-,-,-,158,1193,38,-,15,-,1443.2,75,-,.298,-,-,545,-,9,-,505,13,-,5730,79,1.16,18,.513,St. Louis Browns,1915
2316,-,466,4,85,-,598,3.96,154,69,-,-,-,154,1455,43,-,52,-,1360.1,107,-,.349,-,-,760,-,5,-,570,7,-,5626,47,1.41,26,.305,Baltimore Terrapins,1914
2317,-,827,3,78,-,643,4.29,154,76,-,-,-,154,1358,57,-,22,-,1348.1,109,-,.388,-,-,888,-,6,-,588,2,-,5777,43,1.62,68,.283,Philadelphia Athletics,1914
2318,-,325,0,78,-,479,3.11,155,76,-,-,-,155,1350,43,-,40,-,1385.0,83,-,.308,-,-,628,-,15,-,637,9,-,5736,69,1.21,32,.454,New York Giants,1914
2319,-,536,3,78,-,507,3.37,153,78,-,-,-,153,1299,24,-,27,-,1355.2,82,-,.332,-,-,673,-,10,-,467,16,-,5592,70,1.35,38,.461,Brooklyn Feds,1914
2320,-,402,5,79,-,449,2.89,157,79,-,-,-,157,1320,36,-,30,-,1400.2,81,-,.314,-,-,601,-,13,-,538,9,-,5797,72,1.23,20,.471,St. Louis Cardinals,1914
2321,-,518,6,62,-,477,3.13,154,92,-,-,-,154,1287,27,-,18,-,1372.0,95,-,.329,-,-,669,-,11,-,610,10,-,5574,57,1.32,35,.375,Cleveland Indians,1914
2322,-,553,3,79,-,511,3.38,153,73,-,-,-,153,1271,29,-,35,-,1360.0,78,-,.331,-,-,634,-,14,-,594,11,-,5591,74,1.34,28,.487,Buffalo Feds,1914
2323,-,517,0,101,-,470,3.06,154,53,-,-,-,154,1272,48,-,41,-,1382.2,83,-,.329,-,-,588,-,12,-,559,1,-,5579,69,1.29,20,.454,New York Yankees,1914
2324,-,441,5,88,-,429,2.79,156,67,-,-,-,156,1273,30,-,37,-,1382.1,67,-,.317,-,-,524,-,16,-,517,12,-,5501,86,1.24,23,.562,Pittsburgh Rebels,1914
2325,-,453,3,100,-,407,2.60,155,52,-,-,-,155,1308,53,-,15,-,1406.2,72,-,.319,-,-,562,-,16,-,581,7,-,5679,80,1.25,33,.526,Newark Peppers,1914
2326,-,497,1,80,-,452,2.84,160,80,-,-,-,160,1304,46,-,28,-,1432.1,83,-,.321,-,-,585,-,19,-,572,12,-,5943,71,1.26,24,.461,Cincinnati Reds,1914
2327,-,612,4,76,-,474,3.04,159,83,-,-,-,159,1256,64,-,21,-,1403.0,91,-,.338,-,-,679,-,6,-,566,6,-,5718,63,1.33,39,.409,St. Louis Browns,1914
2328,-,480,0,71,-,484,3.11,156,85,-,-,-,156,1272,44,-,28,-,1399.0,80,-,.316,-,-,622,-,18,-,657,8,-,5867,73,1.25,40,.477,Chicago Cubs,1914
2329,-,366,1,95,-,402,2.57,157,62,-,-,-,157,1257,46,-,23,-,1405.2,69,-,.302,-,-,545,-,17,-,630,13,-,5672,83,1.15,27,.546,Boston Braves,1914
2330,-,384,1,91,-,398,2.60,156,67,-,-,-,156,1229,38,-,21,-,1380.0,81,-,.304,-,-,520,-,18,-,544,11,-,5594,73,1.17,15,.474,Pittsburgh Pirates,1914
2331,-,473,3,87,-,410,2.66,154,68,-,-,-,154,1252,67,-,29,-,1389.2,72,-,.318,-,-,560,-,16,-,499,8,-,5814,80,1.24,31,.526,Brooklyn Robins,1914
2332,-,492,2,86,-,449,2.86,156,70,-,-,-,156,1259,57,-,14,-,1413.1,54,-,.316,-,-,597,-,10,-,550,20,-,5725,100,1.24,36,.649,Detroit Tigers,1914
2333,-,396,2,94,-,433,2.73,159,63,-,-,-,159,1267,30,-,22,-,1426.0,67,-,.300,-,-,528,-,24,-,698,9,-,5635,87,1.17,24,.565,St. Louis Terriers,1914
2334,-,390,1,95,-,426,2.82,153,55,-,-,-,153,1210,35,-,29,-,1359.0,72,-,.301,-,-,551,-,16,-,526,11,-,5430,81,1.18,36,.529,Kansas City Packers,1914
2335,-,350,6,91,-,378,2.43,155,64,-,-,-,155,1242,33,-,14,-,1401.0,61,-,.294,-,-,509,-,16,-,635,9,-,5527,93,1.14,19,.604,Chicago White Sox,1914
2336,-,402,0,97,-,410,2.64,155,57,-,-,-,155,1232,35,-,33,-,1397.2,66,-,.299,-,-,538,-,21,-,576,10,-,5579,86,1.17,35,.566,Chicago Whales,1914
2337,-,342,4,98,-,332,2.17,153,55,-,-,-,153,1161,31,-,26,-,1374.1,62,-,.288,-,-,463,-,20,-,652,8,-,5478,90,1.09,20,.592,Philadelphia Phillies,1914
2338,-,455,7,87,-,357,2.31,155,68,-,-,-,155,1161,48,-,12,-,1393.2,68,-,.302,-,-,491,-,21,-,715,13,-,5501,85,1.16,36,.556,Washington Senators,1914
2339,-,446,5,81,-,371,2.39,155,74,-,-,-,155,1164,46,-,18,-,1397.0,50,-,.300,-,-,499,-,19,-,634,15,-,5522,101,1.15,29,.669,Boston Red Sox,1914
2340,-,444,1,97,-,542,3.56,154,57,-,-,-,154,1416,23,-,38,-,1370.0,86,-,.333,-,-,698,-,9,-,510,6,-,5651,64,1.36,21,.427,Pittsburgh Rebels,1913
2341,-,452,5,85,-,469,3.06,154,69,-,-,-,154,1403,53,-,26,-,1379.1,80,-,.335,-,-,676,-,14,-,650,7,-,5863,74,1.34,27,.481,Philadelphia Phillies,1913
2342,-,445,4,82,-,515,3.41,154,72,-,-,-,154,1387,48,-,37,-,1361.0,84,-,.331,-,-,683,-,10,-,600,12,-,5672,67,1.35,38,.444,Kansas City Packers,1913
2343,-,392,2,88,-,484,3.13,160,68,-,-,-,160,1389,35,-,34,-,1392.0,70,-,.323,-,-,628,-,15,-,732,13,-,5618,84,1.28,35,.545,Baltimore Terrapins,1913
2344,-,666,3,69,-,497,3.21,157,88,-,-,-,157,1365,44,-,10,-,1391.2,102,-,.357,-,-,708,-,9,-,688,2,-,5816,51,1.46,46,.333,Cleveland Naps,1913
2345,-,409,2,97,-,545,3.59,154,58,-,-,-,154,1418,41,-,38,-,1367.2,89,-,.324,-,-,697,-,9,-,661,6,-,5761,62,1.34,36,.411,St. Louis Terriers,1913
2346,-,559,0,91,-,513,3.33,157,65,-,-,-,157,1375,52,-,31,-,1385.1,77,-,.341,-,-,677,-,11,-,636,9,-,5824,77,1.40,32,.500,Brooklyn Feds,1913
2347,-,476,0,104,-,475,3.06,157,52,-,-,-,157,1352,49,-,29,-,1397.2,65,-,.325,-,-,622,-,15,-,664,9,-,5771,88,1.31,30,.575,Indianapolis Hoosier-Feds,1913
2348,-,466,3,80,-,428,2.82,154,76,-,-,-,154,1282,40,-,36,-,1368.1,79,-,.323,-,-,618,-,11,-,605,11,-,5685,75,1.28,23,.487,Brooklyn Robins,1913
2349,-,367,0,88,-,455,2.94,156,68,-,-,-,156,1298,28,-,47,-,1390.2,70,-,.306,-,-,576,-,20,-,563,9,-,5687,84,1.20,29,.545,New York Giants,1913
2350,-,540,2,81,-,446,2.85,159,78,-,-,-,159,1309,49,-,20,-,1410.2,82,-,.327,-,-,614,-,15,-,553,9,-,5807,71,1.31,41,.464,St. Louis Browns,1913
2351,-,390,1,98,-,437,2.81,157,59,-,-,-,157,1277,32,-,30,-,1397.1,84,-,.308,-,-,550,-,9,-,563,2,-,5524,70,1.19,37,.455,New York Yankees,1913
2352,-,422,2,84,-,377,2.38,157,73,-,-,-,157,1279,51,-,26,-,1424.2,72,-,.313,-,-,540,-,16,-,531,12,-,5817,81,1.19,22,.529,St. Louis Cardinals,1913
2353,-,392,0,86,-,422,2.70,158,72,-,-,-,158,1272,36,-,27,-,1405.0,85,-,.308,-,-,541,-,10,-,488,11,-,5713,69,1.18,17,.448,Pittsburgh Pirates,1913
2354,-,477,2,104,-,433,2.74,158,54,-,-,-,158,1272,49,-,38,-,1421.0,59,-,.319,-,-,548,-,19,-,606,6,-,5767,94,1.23,37,.614,Boston Braves,1913
2355,-,521,1,89,-,433,2.78,158,67,-,-,-,157,1264,28,-,18,-,1404.0,53,-,.322,-,-,529,-,24,-,720,16,-,5635,99,1.27,37,.651,Philadelphia Athletics,1913
2356,-,498,5,81,-,448,2.86,157,76,-,-,-,157,1285,65,-,17,-,1412.0,73,-,.322,-,-,618,-,14,-,567,11,-,5734,80,1.26,31,.523,Detroit Tigers,1913
2357,-,489,6,74,-,453,2.94,157,83,-,-,-,157,1259,48,-,30,-,1387.1,94,-,.320,-,-,653,-,15,-,607,15,-,5805,60,1.26,40,.390,Cincinnati Reds,1913
2358,-,505,2,89,-,487,3.16,155,63,-,-,-,155,1249,47,-,45,-,1387.0,71,-,.318,-,-,602,-,15,-,662,16,-,5658,80,1.26,37,.530,Buffalo Feds,1913
2359,-,401,0,74,-,385,2.48,157,81,-,-,-,157,1207,29,-,15,-,1398.2,84,-,.298,-,-,568,-,17,-,660,11,-,5487,70,1.15,31,.455,Chicago White Sox,1913
2360,-,393,1,88,-,375,2.36,159,71,-,-,-,159,1207,32,-,18,-,1427.1,62,-,.295,-,-,510,-,24,-,602,7,-,5541,91,1.12,22,.595,Boston Red Sox,1913
2361,-,520,6,75,-,401,2.54,158,81,-,-,-,157,1170,51,-,20,-,1420.2,73,-,.311,-,-,519,-,25,-,784,19,-,5597,81,1.19,46,.526,Washington Senators,1913
2362,-,393,0,93,-,385,2.44,157,64,-,-,-,157,1204,31,-,43,-,1420.1,67,-,.291,-,-,517,-,17,-,650,8,-,5597,87,1.12,24,.565,Chicago Whales,1913
2363,-,528,2,70,-,418,2.71,156,86,-,-,-,156,1169,39,-,37,-,1389.1,76,-,.311,-,-,638,-,14,-,651,11,-,5771,78,1.22,60,.506,Chicago Cubs,1913
2364,-,477,5,74,-,636,4.23,153,78,-,-,-,152,1426,52,-,57,-,1351.2,99,-,.348,-,-,757,-,6,-,465,11,-,5796,51,1.41,24,.340,St. Louis Cardinals,1912
2365,-,456,7,71,-,530,3.46,156,85,-,-,-,156,1398,48,-,40,-,1380.0,89,-,.338,-,-,717,-,10,-,522,10,-,5810,64,1.34,38,.418,Cincinnati Reds,1912
2366,-,454,3,104,-,470,3.06,155,49,-,-,-,155,1369,53,-,21,-,1382.1,96,-,.332,-,-,642,-,14,-,476,5,-,5653,57,1.32,23,.373,St. Louis Browns,1912
2367,-,504,0,90,-,511,3.38,153,64,-,-,-,153,1359,48,-,13,-,1360.0,87,-,.336,-,-,715,-,4,-,468,7,-,5686,66,1.37,46,.431,Detroit Tigers,1912
2368,-,419,6,105,-,487,3.19,154,49,-,-,-,154,1343,40,-,37,-,1373.1,82,-,.324,-,-,690,-,13,-,597,3,-,5724,69,1.28,32,.457,Boston Braves,1912
2369,-,512,2,77,-,510,3.15,159,83,-,-,-,159,1407,43,-,40,-,1455.1,63,-,.330,-,-,636,-,20,-,667,11,-,6096,88,1.32,29,.583,Philadelphia Phillies,1912
2370,-,455,0,75,-,489,3.27,153,76,-,-,-,153,1318,54,-,31,-,1344.0,94,-,.327,-,-,669,-,7,-,530,7,-,5581,57,1.32,25,.377,New York Yankees,1912
2371,-,442,3,83,-,444,2.94,151,66,-,-,-,151,1323,32,-,6,-,1358.1,71,-,.323,-,-,610,-,12,-,710,10,-,5568,79,1.30,29,.527,Boston Red Sox,1912
2372,-,478,1,89,-,478,3.13,155,65,-,-,-,154,1330,39,-,39,-,1373.0,65,-,.328,-,-,630,-,12,-,556,15,-,5780,88,1.32,43,.575,Chicago Cubs,1912
2373,-,434,0,74,-,451,2.90,155,81,-,-,-,155,1344,29,-,26,-,1400.0,71,-,.320,-,-,585,-,9,-,590,7,-,5798,78,1.27,28,.523,Pittsburgh Pirates,1912
2374,-,439,3,71,-,477,3.13,152,80,-,-,-,152,1287,49,-,33,-,1373.0,84,-,.321,-,-,613,-,9,-,548,7,-,5678,65,1.26,24,.436,Brooklyn Superbas,1912
2375,-,502,5,93,-,392,2.54,155,61,-,-,-,155,1278,44,-,19,-,1386.2,66,-,.321,-,-,535,-,18,-,689,5,-,5686,86,1.28,42,.566,Cleveland Naps,1912
2376,-,438,5,84,-,352,2.33,153,66,-,-,-,153,1190,35,-,10,-,1360.1,74,-,.302,-,-,492,-,17,-,602,8,-,5501,78,1.20,32,.513,Chicago White Sox,1912
2377,-,532,3,69,-,479,3.19,153,80,-,-,-,153,1200,37,-,24,-,1351.1,57,-,.304,-,-,593,-,17,-,630,22,-,5818,96,1.28,46,.627,Philadelphia Athletics,1912
2378,-,465,5,78,-,424,2.73,155,78,-,-,-,155,1177,68,-,35,-,1396.1,64,-,.297,-,-,566,-,23,-,758,20,-,5757,90,1.18,35,.584,Washington Senators,1912
2379,-,315,2,82,-,383,2.42,156,74,-,-,-,156,1177,20,-,38,-,1422.0,51,-,.271,-,-,515,-,12,-,651,17,-,5696,101,1.05,20,.664,New York Giants,1912
2380,-,521,5,88,-,644,4.17,155,64,-,-,-,155,1544,41,-,43,-,1390.2,101,-,.359,-,-,871,-,5,-,542,5,-,6068,52,1.48,48,.340,Boston Braves,1911
2381,-,560,3,61,-,579,3.85,153,92,-,-,-,153,1466,37,-,31,-,1353.0,90,-,.361,-,-,825,-,6,-,487,12,-,5922,63,1.50,32,.412,St. Louis Cardinals,1911
2382,-,436,4,105,-,612,4.13,153,47,-,-,-,153,1448,45,-,28,-,1335.0,102,-,.344,-,-,842,-,5,-,637,3,-,5610,50,1.41,37,.329,New York Highlanders,1911
2383,-,452,2,86,-,524,3.42,155,68,-,-,-,155,1455,62,-,28,-,1377.2,78,-,.344,-,-,722,-,13,-,561,10,-,5908,75,1.38,29,.490,Cincinnati Reds,1911
2384,-,521,1,107,-,573,3.77,154,42,-,-,-,154,1438,61,-,16,-,1367.1,84,-,.350,-,-,777,-,7,-,512,5,-,5774,69,1.43,55,.451,Detroit Tigers,1911
2385,-,442,1,85,-,564,3.71,157,66,-,-,-,157,1433,58,-,17,-,1369.2,101,-,.341,-,-,764,-,8,-,547,5,-,5676,53,1.37,39,.344,St. Louis Browns,1911
2386,-,510,2,71,-,549,3.64,153,82,-,-,-,153,1399,35,-,45,-,1357.0,95,-,.343,-,-,744,-,10,-,553,8,-,5842,58,1.41,24,.379,Brooklyn Dodgers,1911
2387,-,515,2,81,-,489,3.25,152,69,-,-,-,152,1381,40,-,43,-,1355.0,79,-,.344,-,-,689,-,10,-,616,9,-,5778,73,1.40,36,.480,Philadelphia Phillies,1911
2388,-,523,2,94,-,496,3.30,155,61,-,-,-,155,1367,47,-,15,-,1352.2,78,-,.346,-,-,681,-,7,-,622,7,-,5603,75,1.40,42,.490,Cleveland Naps,1911
2389,-,426,3,85,-,480,3.06,158,70,-,-,-,158,1398,31,-,26,-,1413.0,76,-,.322,-,-,648,-,14,-,698,16,-,5755,78,1.29,29,.506,Chicago White Sox,1911
2390,-,338,0,93,-,393,2.58,154,61,-,-,-,154,1352,24,-,35,-,1369.2,48,-,.307,-,-,571,-,8,-,652,15,-,5710,103,1.23,31,.682,New York Giants,1911
2391,-,493,2,80,-,517,3.42,152,71,-,-,-,152,1307,47,-,33,-,1358.2,59,-,.331,-,-,666,-,15,-,554,9,-,5764,91,1.32,35,.607,Chicago Cubs,1911
2392,-,518,7,95,-,501,3.32,153,56,-,-,-,153,1273,57,-,12,-,1357.0,62,-,.336,-,-,658,-,11,-,601,9,-,5500,90,1.32,38,.592,Philadelphia Athletics,1911
2393,-,497,3,94,-,439,2.85,152,57,-,-,-,152,1268,45,-,28,-,1385.0,58,-,.324,-,-,565,-,18,-,664,7,-,5739,93,1.27,17,.616,Pittsburgh Pirates,1911
2394,-,385,3,108,-,417,2.76,154,46,-,-,-,154,1243,35,-,18,-,1362.0,47,-,.306,-,-,544,-,18,-,712,6,-,5442,105,1.20,20,.691,Boston Red Sox,1911
2395,-,525,5,98,-,412,2.69,154,55,-,-,-,154,1219,54,-,24,-,1376.2,61,-,.320,-,-,581,-,11,-,828,7,-,5625,91,1.27,48,.599,Washington Senators,1911
2396,-,672,5,73,-,776,5.08,156,83,-,-,-,156,1570,56,-,76,-,1374.0,107,-,.381,-,-,1021,-,5,-,486,7,-,6026,44,1.63,36,.291,Boston Rustlers,1910
2397,-,460,1,108,-,575,3.73,154,46,-,-,-,154,1514,69,-,28,-,1387.2,65,-,.348,-,-,777,-,8,-,538,3,-,5877,89,1.42,40,.578,Detroit Tigers,1910
2398,-,463,4,92,-,571,3.86,152,60,-,-,-,152,1465,53,-,28,-,1332.1,107,-,.342,-,-,810,-,8,-,383,1,-,5791,45,1.45,30,.296,St. Louis Browns,1910
2399,-,410,1,106,-,529,3.52,154,48,-,-,-,154,1471,48,-,39,-,1353.1,90,-,.334,-,-,765,-,13,-,628,3,-,5771,64,1.39,57,.416,Washington Senators,1910
2400,-,406,2,90,-,535,3.54,153,63,-,-,-,153,1404,53,-,26,-,1360.2,76,-,.329,-,-,726,-,5,-,667,3,-,5665,76,1.33,29,.500,New York Highlanders,1910
2401,-,552,8,93,-,519,3.36,156,63,-,-,-,156,1382,67,-,17,-,1390.2,73,-,.345,-,-,709,-,6,-,675,6,-,5792,80,1.39,56,.523,Cleveland Naps,1910
2402,-,476,2,77,-,516,3.26,159,82,-,-,-,159,1410,65,-,36,-,1425.0,83,-,.332,-,-,700,-,4,-,557,12,-,5868,70,1.32,23,.458,Cincinnati Reds,1910
2403,-,487,4,97,-,460,3.01,152,55,-,-,-,152,1343,81,-,17,-,1375.2,50,-,.338,-,-,601,-,13,-,739,13,-,5658,101,1.33,34,.669,Philadelphia Athletics,1910
2404,-,566,1,81,-,517,3.39,154,73,-,-,-,154,1310,41,-,27,-,1371.2,86,-,.344,-,-,659,-,13,-,533,10,-,5580,64,1.37,13,.427,Brooklyn Dodgers,1910
2405,-,473,2,87,-,412,2.74,153,66,-,-,-,153,1309,48,-,21,-,1351.2,75,-,.332,-,-,645,-,10,-,711,8,-,5513,78,1.32,32,.510,Boston Red Sox,1910
2406,-,384,5,85,-,457,2.97,154,69,-,-,-,154,1349,35,-,22,-,1386.1,74,-,.310,-,-,620,-,17,-,752,11,-,5704,77,1.25,35,.510,Chicago White Sox,1910
2407,-,598,7,90,-,503,3.30,153,63,-,-,-,153,1285,54,-,43,-,1373.1,73,-,.340,-,-,673,-,20,-,697,10,-,5695,79,1.37,30,.520,Philadelphia Phillies,1910
2408,-,701,0,88,-,574,3.68,158,70,-,-,-,158,1296,52,-,39,-,1402.1,74,-,.350,-,-,745,-,6,-,561,10,-,5858,75,1.42,34,.503,St. Louis Cardinals,1910
2409,-,375,3,91,-,435,2.84,155,64,-,-,-,155,1249,39,-,36,-,1380.1,69,-,.306,-,-,558,-,13,-,605,11,-,5442,85,1.18,28,.552,Pittsburgh Pirates,1910
2410,-,369,2,95,-,409,2.69,154,57,-,-,-,154,1267,29,-,33,-,1368.0,54,-,.300,-,-,542,-,19,-,771,13,-,5545,99,1.20,27,.647,New York Giants,1910
2411,-,525,2,85,-,454,2.90,157,72,-,-,-,157,1270,47,-,26,-,1411.0,62,-,.320,-,-,607,-,12,-,582,16,-,5750,92,1.27,35,.597,Chicago Cubs,1910
2412,-,541,3,81,-,561,3.78,153,68,-,-,-,153,1396,40,-,30,-,1337.1,90,-,.350,-,-,718,-,4,-,466,14,-,5654,63,1.45,39,.412,St. Louis Cardinals,1909
2413,-,599,1,72,-,497,3.22,157,85,-,-,-,157,1328,45,-,36,-,1390.1,100,-,.349,-,-,701,-,12,-,531,9,-,5646,53,1.39,40,.346,Boston Doves,1909
2414,-,532,2,101,-,478,3.09,158,57,-,-,-,158,1356,53,-,14,-,1391.0,107,-,.341,-,-,743,-,9,-,557,3,-,5698,47,1.36,34,.305,St. Louis Browns,1909
2415,-,488,0,92,-,470,2.88,161,69,-,-,-,161,1392,64,-,10,-,1467.0,81,-,.330,-,-,657,-,13,-,617,5,-,5889,71,1.28,43,.467,Cleveland Naps,1909
2416,-,528,5,86,-,475,3.08,156,70,-,-,-,156,1334,67,-,27,-,1386.2,79,-,.338,-,-,685,-,16,-,497,11,-,5710,75,1.34,30,.487,Cincinnati Reds,1909
2417,-,545,0,103,-,484,3.07,156,55,-,-,-,156,1331,38,-,17,-,1420.1,90,-,.335,-,-,623,-,15,-,555,5,-,5717,64,1.32,35,.416,Brooklyn Superbas,1909
2418,-,547,3,84,-,479,3.05,157,75,-,-,-,157,1297,51,-,36,-,1411.1,75,-,.330,-,-,639,-,17,-,657,9,-,5734,78,1.31,30,.510,Philadelphia Phillies,1909
2419,-,397,1,96,-,414,2.68,155,59,-,-,-,155,1290,38,-,30,-,1391.2,63,-,.308,-,-,569,-,9,-,717,10,-,5592,91,1.21,30,.591,New York Giants,1909
2420,-,392,5,73,-,433,2.83,154,81,-,-,-,154,1254,57,-,20,-,1376.0,67,-,.311,-,-,576,-,13,-,479,12,-,5475,86,1.20,15,.562,Pittsburgh Pirates,1909
2421,-,460,1,108,-,433,2.82,155,47,-,-,-,155,1257,67,-,34,-,1380.1,68,-,.319,-,-,587,-,17,-,532,5,-,5591,86,1.24,30,.558,Detroit Tigers,1909
2422,-,375,3,119,-,376,2.46,157,38,-,-,-,157,1215,52,-,19,-,1373.1,85,-,.304,-,-,552,-,19,-,674,3,-,5398,66,1.16,54,.437,Washington Senators,1909
2423,-,364,2,110,-,406,2.61,156,46,-,-,-,156,1238,54,-,16,-,1399.0,63,-,.300,-,-,556,-,14,-,654,8,-,5518,88,1.15,27,.583,New York Highlanders,1909
2424,-,474,3,100,-,384,2.51,154,55,-,-,-,154,1171,41,-,18,-,1378.2,50,-,.307,-,-,499,-,25,-,609,13,-,5491,104,1.19,31,.675,Chicago Cubs,1909
2425,-,414,1,100,-,390,2.46,158,58,-,-,-,158,1236,45,-,30,-,1428.0,72,-,.297,-,-,564,-,12,-,670,6,-,5712,81,1.16,32,.529,Boston Red Sox,1909
2426,-,381,3,103,-,320,2.03,156,53,-,-,-,156,1130,38,-,16,-,1421.0,85,-,.281,-,-,479,-,23,-,785,7,-,5513,68,1.06,31,.444,Chicago White Sox,1909
2427,-,450,1,123,-,282,1.79,155,32,-,-,-,155,1103,55,-,8,-,1421.2,48,-,.292,-,-,441,-,24,-,789,5,-,5503,102,1.09,39,.680,Philadelphia Athletics,1909
2428,-,483,1,84,-,523,3.41,154,71,-,-,-,154,1368,43,-,22,-,1379.2,98,-,.331,-,-,728,-,5,-,435,4,-,5724,54,1.34,52,.355,St. Louis Cardinals,1908
2429,-,543,7,98,-,487,3.20,155,57,-,-,-,155,1329,40,-,23,-,1370.2,108,-,.339,-,-,683,-,13,-,414,6,-,5645,45,1.37,47,.294,Boston Doves,1908
2430,-,383,2,105,-,433,2.88,154,49,-,-,-,154,1287,39,-,16,-,1354.2,89,-,.319,-,-,574,-,21,-,620,4,-,5354,61,1.23,34,.407,St. Louis Browns,1908
2431,-,528,2,126,-,477,3.10,155,29,-,-,-,155,1277,49,-,31,-,1384.1,98,-,.333,-,-,627,-,18,-,594,3,-,5565,55,1.30,26,.359,Brooklyn Superbas,1908
2432,-,348,4,110,-,363,2.40,155,45,-,-,-,155,1212,47,-,9,-,1360.1,82,-,.307,-,-,532,-,15,-,568,3,-,5240,71,1.15,40,.464,Cleveland Naps,1908
2433,-,422,2,94,-,397,2.65,153,59,-,-,-,153,1223,69,-,21,-,1350.1,77,-,.316,-,-,588,-,18,-,597,8,-,5424,74,1.22,37,.490,New York Highlanders,1908
2434,-,424,0,99,-,464,3.04,156,57,-,-,-,156,1288,63,-,12,-,1374.2,110,-,.312,-,-,655,-,11,-,653,2,-,5691,42,1.25,51,.276,Washington Senators,1908
2435,-,384,4,75,-,392,2.59,152,77,-,-,-,152,1213,47,-,18,-,1360.0,63,-,.303,-,-,549,-,11,-,555,14,-,5425,88,1.17,31,.583,Boston Red Sox,1908
2436,-,510,1,91,-,394,2.52,157,67,-,-,-,157,1233,47,-,5,-,1407.0,76,-,.314,-,-,599,-,10,-,477,8,-,5697,77,1.24,35,.503,Cincinnati Reds,1908
2437,-,359,1,117,-,357,2.26,158,41,-,-,-,158,1254,54,-,16,-,1420.1,54,-,.293,-,-,493,-,17,-,528,12,-,5688,98,1.14,37,.645,Detroit Tigers,1908
2438,-,397,0,105,-,364,2.27,158,57,-,-,-,157,1248,31,-,28,-,1440.2,61,-,.295,-,-,547,-,17,-,735,15,-,5680,92,1.14,42,.601,New York Giants,1908
2439,-,472,0,89,-,377,2.44,154,65,-,-,-,154,1190,35,-,23,-,1391.0,79,-,.304,-,-,519,-,17,-,612,6,-,5580,74,1.19,29,.484,Philadelphia Phillies,1908
2440,-,320,0,93,-,322,2.07,154,63,-,-,-,154,1174,48,-,12,-,1401.2,42,-,.284,-,-,448,-,21,-,490,11,-,5438,110,1.07,14,.724,Pittsburgh Pirates,1908
2441,-,340,7,115,-,326,2.05,159,44,-,-,-,159,1182,52,-,8,-,1430.1,74,-,.283,-,-,464,-,26,-,669,4,-,5560,78,1.06,29,.513,Chicago White Sox,1908
2442,-,386,5,110,-,296,1.93,153,43,-,-,-,153,1069,65,-,9,-,1378.0,58,-,.282,-,-,416,-,27,-,728,3,-,5385,95,1.06,31,.621,Philadelphia Athletics,1908
2443,-,364,2,111,-,272,1.75,155,45,-,-,-,155,1094,38,-,6,-,1399.1,49,-,.272,-,-,389,-,32,-,680,11,-,5494,104,1.04,30,.680,Chicago Cubs,1908
2444,-,318,1,119,-,367,2.40,154,35,-,-,-,154,1313,60,-,12,-,1374.1,63,-,.306,-,-,552,-,15,-,553,5,-,5530,90,1.19,33,.588,Detroit Tigers,1907
2445,-,458,0,90,-,479,3.16,155,65,-,-,-,155,1293,72,-,26,-,1366.0,103,-,.322,-,-,712,-,11,-,585,3,-,5653,51,1.28,35,.331,New York Highlanders,1907
2446,-,423,3,92,-,436,2.79,156,63,-,-,-,156,1262,56,-,29,-,1404.2,91,-,.310,-,-,621,-,14,-,416,1,-,5623,63,1.20,24,.409,Boston Doves,1907
2447,-,415,4,110,-,365,2.37,155,46,-,-,-,155,1218,42,-,19,-,1384.0,81,-,.307,-,-,542,-,17,-,433,8,-,5461,73,1.18,19,.474,Cincinnati Reds,1907
2448,-,348,2,106,-,362,2.35,155,48,-,-,-,155,1236,40,-,16,-,1388.0,85,-,.294,-,-,541,-,15,-,649,7,-,5519,67,1.14,48,.441,Washington Senators,1907
2449,-,364,5,102,-,349,2.28,155,53,-,-,-,155,1200,46,-,18,-,1380.1,79,-,.294,-,-,515,-,12,-,624,7,-,5471,75,1.13,41,.487,Boston Red Sox,1907
2450,-,444,0,118,-,375,2.47,154,36,-,-,-,154,1165,60,-,17,-,1369.0,101,-,.306,-,-,515,-,20,-,535,4,-,5454,53,1.18,24,.344,Brooklyn Superbas,1907
2451,-,410,3,102,-,398,2.56,157,55,-,-,-,157,1194,53,-,10,-,1400.1,85,-,.298,-,-,557,-,23,-,741,4,-,5553,68,1.15,41,.444,Philadelphia Athletics,1907
2452,-,379,1,116,-,325,2.10,155,39,-,-,-,155,1167,43,-,8,-,1393.0,71,-,.294,-,-,445,-,22,-,476,6,-,5400,83,1.11,26,.539,Philadelphia Phillies,1907
2453,-,288,1,95,-,336,2.14,157,61,-,-,-,157,1214,35,-,26,-,1411.0,56,-,.277,-,-,456,-,25,-,656,18,-,5544,98,1.06,18,.636,New York Giants,1907
2454,-,430,3,97,-,401,2.64,154,58,-,-,-,154,1217,45,-,16,-,1368.0,105,-,.296,-,-,624,-,13,-,528,4,-,5717,49,1.20,33,.318,St. Louis Cardinals,1907
